CEFR,Text
C2,"Eine vorteilhafte Eigenschaft dieser Technik ist ja, dass sie verdeckt, also ganz unbemerkt operieren kann. Wenn die Polizei Anbauhallen mit Marihuana aufspüren oder im Falle von Geiselnahmen Lösegeldübergaben heimlich filmen will, ist es wichtig, dass das Flugobjekt nicht entdeckt wird. Aber schon bei der Überwachung von Demonstrationen entspricht die Heimlichkeit nicht den bürgerlichen Rechten: Wie jeder Bürger hat auch jeder Demonstrant ein Recht darauf zu wissen, dass er gefilmt wird. Die Überwachung durch Drohnen kann auf die Art leicht mit den Grundrechten kollidieren, so beispielsweise, wenn, wie es praktiziert wird, Landesgrenzen durch Fluggeräte überwacht werden. Hier geht es um das Recht auf Asyl und um den Schutz vor Verfolgung. Und wenn ein Nachbar den anderen in seinem Garten beobachtet, missachtet er dessen Recht auf Schutz der Privatsphäre. Der beobachtete Nachbar kann sich jedoch nicht wehren, wenn er nicht weiß, dass er gefilmt wird."
C2,"Na, aber ist das ein Phänomen, das nur auf Einzelkinder zutrifft? Denk doch nur einmal an deinen Bruder Simon … Ohne ihm zu nahe treten zu wollen, er ist doch das perfekte Beispiel eines altklugen Schlaumeiers und trotzdem kein Einzelkind. 
Da hast du Recht. Ich denke, es lässt sich nicht so allgemein sagen. Es ist wohl eher eine Frage der individuellen Persönlichkeit als der Tatsache, ob jemand Geschwister hat oder nicht. 
Meine Rede! Genauso oft wird behauptet, dass auf Einzelkindern oft das Gefühl des Alleinseins und ein hoher Erwartungsdruck lasten, weil Eltern ihre eigenen Wünsche und Sehnsüchte auf die Kinder projizieren. 
Ganz genau. Das kam im Bericht auch zur Sprache. Im gleichen Zusammenhang wurde auch das Überhäufen mit Geschenken erwähnt, was zur Folge hat, dass Einzelkinder verwöhnt, erwachsenenorientiert und egoistisch sein sollen. Ebenfalls gängige Klischees. – Vielleicht mit einer Ausnahme … 
Und die wäre?"
C2,"Du Peter, während der gestrigen Lehrerkonferenz wurde heftig über Computer im Unterricht diskutiert. Dabei ging es auch um die Frage, ob Schulen das Computer-Zeitalter verschlafen. Was meinst du dazu? 
Der Meinung bin ich nicht. Es gibt doch für fast alle Schüler Unterrichtseinheiten, in denen sie lernen, mit dem Computer umzugehen. 
Schon, ich bin aber trotzdem anderer Meinung. Denn oft werden die vielen technischen Möglichkeiten gar nicht in Betracht gezogen. Zudem geht es doch schließlich nicht nur darum, einfach die Tasten bedienen zu können, sondern um moderne Wissensvermittlung und völlig neue Formen des Unterrichts. 
Zum Beispiel? 
Na, wenn es zum Beispiel darum geht, den Zerfall einer chemischen Verbindung zu erklären oder das Innere eines Vulkans plastisch zu machen, dann ist mit spezieller Software ein kindgerechtes, leichteres und effektiveres Lernen möglich. 
Das klingt ja alles schön und gut. Aber wie soll das denn im Unterricht funktionieren?"
C2,"Frau Professor Henrich, Sie lehren in Berlin „Gender Studies“, also Geschlechterforschung, und befassen sich besonders mit der Rolle der Hausfrau. Sagen Sie, ist dieses Thema heute überhaupt noch von Interesse? 
Ja, natürlich ist es das! Es ist doch völlig verfehlt, die Hausfrau als einen Anachronismus zu betrachten, möglicherweise noch als einen Zustand, der gesellschaftlich unbedingt überwunden werden muss. Heute ist das Hausfrauendasein eher eine frei gewählte weibliche Lebensform unter vielen … 
Entschuldigung, da muss ich Sie unterbrechen. Was Sie hier zeichnen, ist doch nicht das Bild der Realität! Der Wandel hat sich doch nicht von der Hausfrauenrolle zur Vollerwerbstätigkeit, sondern eher zur Teilzeittätigkeit vollzogen. Die Frage ist doch aber: Wer wählt heute noch das Hausfrauen-Dasein als Lebensform? 
Wissen Sie, es gibt durchaus moderne Frauen, die spätestens, wenn Kinder kommen, beschließen, Hausfrau zu werden - sofern ihre Männer genug verdienen."
C2,"Es gibt auch keine international anerkannte Definition von „sanftem Tourismus"", auch wenn darüber in unterschiedlichsten Gremien immer wieder diskutiert wird. Andere sprechen lieber von „nachhaltigem"" oder „alternativem Tourismus"". Wir von „Tourism Watch"" verwenden mittlerweile den Begriff „verantwortlicher Tourismus"": Das rückt die Rolle der Menschen in den Mittelpunkt und zeigt, dass wir selbst Verantwortung für unsere Reisen übernehmen müssen. 
Heißt das, es gibt Angebote, von denen man allein aus moralischen Gründen die Finger lassen sollte - zum Beispiel Urlaub in einer geschlossenen Ferienanlage oder besonders günstige All-inclusive-Pakete? 
Mit Schwarzweiß-Kategorien kommt man in der Frage oft nicht weiter. Es kann Hotelanlagen geben, die manchem Alternativtouristen vielleicht zu steril sind, die aber sehr nachhaltig wirtschaften, indem sie zum Beispiel regenerative Energien nutzen. Da verbringt der Pauschalurlauber seinen Urlaub vielleicht sogar energieeffizienter als der Individualtourist."
C2,"Ein gutes Kriterium ist immer die Frage: Wie viel kommt von dem Geld, das meine Reise ins Land bringt, tatsächlich bei den Menschen an? Werden durch den Tourismus die Lebensbedingungen vor Ort verbessert? Wenn in Kenia auf dem Hotelbuffet Butter aus Dänemark und Rucola aus Italien stehen, hat die heimische Wirtschaft nichts davon - dann fließt ein Großteil des Reisepreises wieder hinaus aus dem Land. Aber selbst dort, wo das Geld im Land bleibt, verdienen oft nur Großunternehmen oder mächtige Familienclans daran - so etwa gibt es Länder, wo es seit langer Zeit ein florierendes Touristikgewerbe gibt und gleichzeitig Hungeraufstände. Da wären Strukturen, die von kleinen und mittleren Betrieben getragen sind, auf jeden Fall gerechter. Und ja: Es gibt tatsächlich Reisepreise, etwa eine Woche Tunesien inklusive Flug für 200 Euro, da muss man sagen: Das kann zu fairen Bedingungen nicht funktionieren."
C2,"Wenn man auf Tourismus als Entwicklungsmotor setzen will, als Chance für ein Land, aus der Armut herauszukommen, dann gehören Flugreisen eben dazu. Andererseits wissen wir, dass dieser Planet keine Zukunft hat, wenn wir nicht unsere Emissionen drastisch reduzieren. Ein pragmatischer Weg ist sicherlich, die Emissionen an anderer Stelle wieder einzusparen - etwa über Portale wie „atmosfair“ oder den kirchlichen Kompensationsfonds „Klimakollekte“: Da wird ausgerechnet, wie hoch die CO2-Emissionen Ihres Fluges sind, und Sie können dann einen entsprechenden Betrag spenden, um zum Beispiel Wiederaufforstungsprojekte zu unterstützen. Generell muss man sich aber fragen, ob man längere Fernreisen nicht nur alle paar Jahre unternehmen sollte statt jährlich - und sie dann eben intensiver vorbereitet. Auch das kann einer Reise einen sehr hohen Wert geben. 
Sie würden also nicht sagen, dass man lieber gar nicht mehr in den Urlaub fahren sollte?"
C2,"Herr Schneider, Sie werden heute 85. Wenn aus diesem Anlass eine Rede gehalten würde, was würden Sie sich wünschen, darin zu hören und was lieber nicht? 
Ach Gott! Auf eine Rede auf einem Geburtstag kann man schlecht antworten, ansonsten bin ich ja für Widerspruch dankbar, weil er meine rhetorischen Talente beflügelt … 
Sie gelten als der „Levitenleser der Nation“, als „Sprachpapst“, „Deutschlands bester Deutschlehrer“. Sind Sie stolz auf diese Titel? 
Ja, insofern als sich in ihnen ein gewisser Respekt für meine Rolle äußert schon. Die Wortwahl ist nicht besonders angenehm. Mit Päpsten habe ich überhaupt nichts am Hut, und „Deutschlehrer“ ist auch nicht ganz richtig. Der Deutschlehrer lehrt korrekte Grammatik. Mein Hauptthema ist, jenen Berufsschreibern, mit denen ich zu tun habe, nämlich Journalistenschülern und Öffentlichkeitsarbeitern, klar zu machen, was für grauenvolle, unlesbare, langweilige, abstoßende, unverständliche Sätze man mit völlig korrekter Grammatik produzieren kann."
C2,"Für die Verständlichkeit eines Textes gibt es ein paar eiserne Grundregeln, die kann man an den Fingern einer Hand abzählen. Aber die Verständlichkeit ist nicht alles. Die kulminiert ja vernünftigerweise in der Gebrauchsanleitung für einen Feuerlöscher, und die liest sich, wenn es nicht brennt, nicht interessant genug. Man muss also über die Verständlichkeit, die immer dazugehört, wenn man viele Leser haben möchte, hinaus attraktiv sein. Man muss die treffendsten Wörter wählen, die hübschesten Beispiele und Vergleiche, den schönsten Anfang – alle möglichen Elemente, die sich nicht messen lassen, über die sich aber die Stil-Lehrer alle einig sind. Ich habe alle Stil-Lehren gelesen, die in englischer und deutscher Sprache je erschienen sind, dies kombiniert mit meiner sehr ausführlichen Berufserfahrung und dem grandiosen Lehrer Henri Nannen ermutigt mich, auch über das schwerer messbare Element des attraktiven Deutsch, das über die Verständlichkeit hinausgeht, ein paar Faustregeln aufzustellen."
C2,"Beeinflussen Computer und Internet unsere Sprache? 
Sehr lebhaft. Einerseits schon im Schreiben, weil eine große Sorglosigkeit um sich gegriffen hat. Der typische Mail-Absender produziert ja dreimal so viel wie früher. Es ist auch gar nicht üblich, dass er eine Kontrolllektüre vornimmt. Häufig wird die Großschreibung unterlassen, Grammatik ist auch nicht so wichtig. Die Texte der Mails sind also drastisch lockerer, weniger korrekt und geschwätziger. Das Ganze bei den Blogs erst recht. Natürlich gibt es hochinteressante und sehr wichtige. Aber das meiste, was bei einem Zufallsgriff in den Computer herauskommt, ist ein merkwürdiges, vollkommen hemmungsloses und entbehrliches Wortprodukt.
Vor einem Jahr sind auch Sie unter die Blogger gegangen. In Ihrem monatlichen Video-Blog auf sueddeutsche.de reden Sie Professoren, Deutschlehrern und Feministinnen ins Sprachgewissen. Haben Sie das Internet für sich entdeckt?
Nein, ich habe auch diesen Blog nicht für mich entdeckt, sondern Journalisten-Schüler aus Hamburg vom vorletzten Lehrgang haben die Initiative ergriffen."
A1,"Hassan und seine Familie kommen aus dem Irak. Aber jetzt leben sie in Deutschland. Hassan wohnt mit seiner Frau Samira, seiner Schwester Sahar und seiner kleinen Tochter Aida bei Jussuf. Jussuf ist Hassans älterer Bruder. Jussuf lebt schon länger hier. Alle haben schnell Deutsch gelernt, in einem Deutschkurs. Sahar und Hassan suchen jetzt Arbeit. Was wollt ihr hier arbeiten?
Hassan ist Arzt, ich bin Lehrerin.
Ihr habt eure Ausbildung im Irak gemacht. Die Ausbildung ist in diesem Land nicht gültig.
Wir sind asylberechtigt. Wir dürfen bleiben und sprechen gut Deutsch!
Das ist nicht genug. Hier müsst ihr alles neu lernen.
Wir schauen im Internet nach. Es gibt ein paar freie Stellen für Migranten: Regalauffüller, Verkäufer, Reinigungskraft, Küchenhilfe, Gärtner, LKW-Fahrer, …
Aber ich bin Arzt!
Schreib einen Antrag und deinen Lebenslauf, damit deine Ausbildung anerkannt wird! Du musst zu einer Beratungsstelle. Dort helfen sie dir mit dem Antrag. Nimm deine Zeugnisse mit! "
A1,"Hassan bekommt einen Arbeitsplatz als Gärtner bei der Stadt.
Der Job gefällt ihm. Er arbeitet gerne in der Natur. Aber Hassan will wieder als Arzt arbeiten.
Den Antrag, seinen Lebenslauf und die Zeugnisse hat er abgeschickt. Er wartet jeden Tag auf eine Antwort vom Amt.
Samira will auch arbeiten gehen. Aber Hassan will das nicht. Jeden Abend gibt es Streit.
Ich möchte Geld verdienen!
Du bist eine Frau!
Aber Sahar geht auch arbeiten.
Sahar hat keinen Mann. Sie muss Geld verdienen. Du bleibst zu Hause!
Hier arbeiten viele Frauen.
In unserer Heimat aber nicht. Ich will nichts mehr davon hören!
Samira meldet Aida im Kindergarten an. Zum Glück gibt es noch einen freien Platz. Dann sucht sie heimlich Arbeit. Aber das ist nicht leicht.
Samira bringt Aida jeden Tag in den Kindergarten und geht dann wieder nach Hause. Sie räumt auf, putzt die Wohnung und geht einkaufen. Hassan, Jussuf und Sahar sind bei der Arbeit. Samira möchte auch arbeiten gehen."
A1,"Amir braucht neue Schuhe. Hakim und Rana gehen mit Amir in ein Schuhgeschäft.
Guten Tag! Mein Sohn braucht neue Schuhe.
Guten Tag! Die Schuhe für Kinder sind hier in diesem Regal.
Wie viel kosten diese Schuhe?
Die Verkäuferin sagt den Preis. Sie sind nicht teuer. Amir zieht die Schuhe an. Sie passen und sie gefallen Amir. Er darf die neuen Schuhe gleich anlassen.
Haben Sie noch einen Wunsch?
Nein, danke.
Hakim geht zur Kasse.
Zahlen sie mit EC-Karte?
Nein, ich zahle bar.
Draußen fällt Hakim ein: Wir brauchen Reis. Ah, ich sehe einen Supermarkt. 
Er geht über die Straße.
Wartet hier!
Rana und Amir warten. Sie stehen vor einem großen Kaufhaus.
Schau, Mama! Spielsachen!
Amir sieht einen Stoff-Esel im Kaufhaus. Er denkt an die echten Esel von seinem Opa. Amir schaut und schaut. Er will den Esel seinem Vater zeigen. Aber wo ist Hakim?
Amir schaut zum Supermarkt. Er sieht seinen Vater. Amir reißt sich los und läuft auf die Straße."
A1,"Rana und Hakim sitzen an Amirs Bett. Amir hat einen Verband um den Kopf. Und einen Gips am Bein. Dann öffnet Amir die Augen.
Amir, mein Sohn! Du bist im Krankenhaus. Wir sind bei dir. Alles wird gut!
Amir kann nur ganz leise sprechen.
Papa, da war ein Esel im Kaufhaus! Wie die Esel von Opa, aber viel kleiner.
Hakim versteht nicht. Amir weint.
Du musst nicht weinen. Wir gehen mit Papa hin, wenn du wieder gesund bist.
Amir muss liegen. Er darf nicht aufstehen. Er ist sehr müde.
Ihr Sohn hat eine Gehirnerschütterung und ein Bein ist gebrochen.
Und das Blut an seinem Kopf?
Das ist nur eine kleine Platzwunde.
Amir hat Angst. Rana hält seine Hand.
Alles wird gut.
Die Krankenschwester zeigt Rana und Amir das Zimmer. Hier gibt es ein Bad. Und ein Bett für Rana.
Da ist die Klingel. Bitte klingeln Sie, wenn Amir Schmerzen hat!
Hakim fährt nach Hause. Rana sitzt an Amirs Bett bis er einschläft."
A1,"Hallo!
Endlich ist Sommer! Ich möchte nächsten Samstag eine Gartenparty machen und lade dich herzlich zur Party ein.
Willst du einen Freund oder eine Freundin zum Fest mitbringen?
Kannst du mir vielleicht beim Einkaufen helfen? Wann hast du Zeit für den Einkauf?
Was sollen wir einkaufen?
Liebe Grüße
Thomas"
A1,"Hallo, ich bin’s, Verena. Ich ruf’ dich wegen Michaels Geburtstagsparty an. Michael hat mir heute die Einladung gegeben. Die Party ist in einer Woche, und zwar nächsten Freitag. Das Fest beginnt recht spät, nämlich erst um 21 Uhr. Michael feiert in seiner Wohnung. Die Adresse ist Eichenstraße Nummer 45, ich buchstabiere E-I-C-H-E- N-straße. Wir könnten uns ja vorher treffen und dann zusammen hinfahren. Am besten wir treffen uns vor der Post und fahren mit dem Bus Nummer 14 zu Michael. Ruf mich doch kurz zurück und wir reden nochmal genauer darüber. Meine Telefonnummer ist 0699 8-4-6-0-6-3-7. "
A1,"So, das ist euer Stundenplan.
Ihr seht: Ihr habt jeden Tag Deutsch.
Am Montag, am Dienstag, am Mittwoch, am Donnerstag und am Freitag.
Ihr habt am Montag auch Englisch, bei Herrn Peters. Und in der 5. und 6. Stunde Mathematik, bei Frau Zimmermann.
Sport ist am Dienstag, die Mädchen haben bei Frau Schröder Sport, die Jungen bei Herrn Mutul. Ihr braucht am Dienstag also die Sportsachen.
Am Mittwoch habt ihr Englisch, Deutsch und Kunst.
Kunst? Was ist das?
Kunst? Ähm ja, das ist … ihr malt zum Beispiel, mit Farben …
Ah, sanat. Wie oft haben wir Kunst?
Einmal in der Woche. … ähm… ja ... und am Donnerstag ..."
A1,"Bitte beachten Sie: Wegen einer Störung kommt es bei mehreren Zügen zu Verspätungen. Intercity-Express 124 von Zürich nach Frankfurt mit Planankunft 16:15 Uhr ist voraussichtlich 30 Minuten verspätet. IC 513 von Stuttgart nach Dortmund kommt um 16.20 Uhr an, die Abfahrt verschiebt sich um 10 Minuten. Wir bitten um Verständnis."
